X1,X2,X3,X4,X5,X6,latitude,longitude
三星蔥鄉,24°40'05.4"N 121°39'08.5"E,宜蘭縣,三星鄉,"24.668170, 121.652364",宜蘭縣三星鄉中山路31-27,24.66817,121.652364
天送埤車站,24°39'45.1"N 121°37'11.1"E,宜蘭縣,三星鄉,"24.662540, 121.619757",宜蘭縣三星鄉福山街福山橫巷31-27,24.66254,121.619757
宜蘭太平山,24°29'39.3"N 121°32'05.8"E,宜蘭縣,大同鄉,"24.494252, 121.534936",宜蘭縣大同鄉太平巷58之1號,24.494252,121.534936
宜蘭明池,24°39'03.3"N 121°28'17.4"E,宜蘭縣,大同鄉,"24.650922, 121.471506",宜蘭縣大同鄉明池,24.650922,121.471506
蘭陽田園,24°34'53.7"N 121°36'17.9"E,宜蘭縣,大同鄉,"24.581583, 121.604962",宜蘭縣大同鄉樂水村,24.581583,121.604962
冬山河公園,24°40'13.6"N 121°48'45.8"E,宜蘭縣,五結鄉,"24.670453, 121.812716",NA,24.670453,121.812716
宜蘭傳藝中心,24°41'11.5"N 121°49'30.0"E,宜蘭縣,五結鄉,"24.686536, 121.824998",NA,24.686536,121.824998
冬山車站,24°38'12.4"N 121°47'31.3"E,宜蘭縣,冬山鄉,"24.636764, 121.792023",宜蘭縣冬山鄉中正路1號,24.636764,121.792023
幸福轉運站,24°45'06.3"N 121°45'22.3"E,宜蘭縣,宜蘭市,"24.751750, 121.756194",宜蘭縣宜蘭市宜興路一段117號,24.75175,121.756194
九芎埕舊驛,24°45'19.5"N 121°44'59.6"E,宜蘭縣,宜蘭市,"24.755417, 121.749889",宜蘭縣宜蘭市舊城南路,24.755417,121.749889
宜蘭文學館,24°45'18.3"N 121°44'58.0"E,宜蘭縣,宜蘭市,"24.755083, 121.749444",宜蘭縣宜蘭市19號,24.755083,121.749444
望龍埤,24°46'37.0"N 121°41'57.1"E,宜蘭縣,員山鄉,"24.776944, 121.699194",宜蘭縣員山鄉望龍埤停車場一,24.776944,121.699194
福山植物園,24°45'23.3"N 121°35'40.7"E,宜蘭縣,員山鄉,"24.756472, 121.594639",NA,24.756472,121.594639
烏石港,24°52'14.3"N 121°50'07.4"E,宜蘭縣,頭城鎮,"24.870639, 121.835389",NA,24.870639,121.835389
蘭陽博物館,24°52'07.2"N 121°49'57.9"E,宜蘭縣,頭城鎮,"24.868667, 121.832750",宜蘭縣頭城鎮青雲路三段,24.868667,121.83275
登遊龜山島,24°50'33.5"N 121°57'00.1"E,宜蘭縣,頭城鎮,"24.842639, 121.950028",NA,24.842639,121.950028
頭城老街,24°51'25.1"N 121°49'27.0"E,宜蘭縣,頭城鎮,"24.856972, 121.824167",宜蘭縣頭城鎮和平街頭城老街,24.856972,121.824167
北關海潮,24°54'44.9"N 121°52'39.1"E,宜蘭縣,頭城鎮,"24.912458, 121.877518",宜蘭縣頭城鎮台灣刺桐,24.912458,121.877518
五峰旗瀑布,24°50'03.2"N 121°44'49.2"E,宜蘭縣,礁溪鄉,"24.834229, 121.747007",NA,24.834229,121.747007
礁溪溫泉,24°49'50.3"N 121°46'36.9"E,宜蘭縣,礁溪鄉,"24.830643, 121.776906",宜蘭縣礁溪鄉國父紀念碑,24.830643,121.776906
羅東運動公園,24°40'58.5"N 121°45'11.5"E,宜蘭縣,羅東鎮,"24.682921, 121.753198",宜蘭縣羅東鎮北成里,24.682921,121.753198
南方澳,24°35'13.7"N 121°52'11.6"E,宜蘭縣,蘇澳鎮,"24.587136, 121.869876",宜蘭縣蘇澳鎮跨港路156號,24.587136,121.869876
蘇澳冷泉,24°35'58.3"N 121°50'57.8"E,宜蘭縣,蘇澳鎮,"24.599533, 121.849380",宜蘭縣蘇澳鎮蘇澳冷泉停車場,24.599533,121.84938
南澳鄉野風情,24°27'48.3"N 121°48'03.7"E,宜蘭縣,蘇澳鎮,"24.463412, 121.801018",宜蘭縣蘇澳鎮南強里,24.463412,121.801018
粉鳥林秘境海灘,24°29'49.0"N 121°50'31.3"E,宜蘭縣,蘇澳鎮,"24.496941, 121.842031",NA,24.496941,121.842031
清水地熱,"24°36'43.49"",121°38'10.68""",宜蘭縣,大同鄉,"24.612083, 121.636306",宜蘭縣大同鄉清水村,24.612083,121.636306
三星青蔥文化館,"24°40'5.59"",121°39'8.53""",宜蘭縣,三星鄉,"24.668222, 121.652361",宜蘭縣三星鄉義德村中山路31號,24.668222,121.652361
梅花湖風景區,"24°38'42.29"",121°43'51.49""",宜蘭縣,冬山鄉,"24.645083, 121.730972",宜蘭縣冬山鄉得安村環湖路1號,24.645083,121.730972
羅東夜市,"24°40'37.24"",121°46'4.69""",宜蘭縣,羅東鎮,"24.677000, 121.767972",宜蘭縣羅東鎮民生路、民權路、公園,24.677,121.767972
國立傳統藝術中心,"24°41'11.87"",121°49'30.18""",宜蘭縣,宜蘭市,"24.686639, 121.825056",宜蘭縣五結鄉五濱路二段201號,24.686639,121.825056
幾米主題廣場,"24°45'8.64"",121°45'24.55""",宜蘭縣,宜蘭市,"24.752389, 121.756833",宜蘭縣宜蘭市和睦里光復路1號,24.752389,121.756833
宜蘭設治紀念館,"24°45'19.37"",121°44'58.38""",宜蘭縣,宜蘭市,"24.755389, 121.749556",宜蘭縣宜蘭市舊城南路力行3巷3號,24.755389,121.749556
林美石磐步道,"24°49'21.29"",121°44'8.16""",宜蘭縣,礁溪鄉,"24.822583, 121.735611",宜蘭縣礁溪鄉林美村,24.822583,121.735611
羅東林業文化園區(羅東林場),"24°41'3.59"",121°46'20.50""",宜蘭縣,羅東鎮,"24.684333, 121.772361",宜蘭縣羅東鎮中正北路118號,24.684333,121.772361
冬山河生態綠舟,"24°38'18.10"",121°47'16.55""",宜蘭縣,冬山鄉,"24.638361, 121.787944",宜蘭縣冬山鄉太和村冬山路二段172號,24.638361,121.787944
仁山植物園,"24°37'31.48"",121°45'30.82""",宜蘭縣,冬山鄉,"24.625417, 121.758556",宜蘭縣冬山鄉中山村新寮路500號,24.625417,121.758556
南方澳漁港,"24°35'7.19"",121°52'18.88""",宜蘭縣,蘇澳鎮,"24.585333, 121.871917",宜蘭縣蘇澳鎮漁港路,24.585333,121.871917
豆腐岬,"24°35'1.93"",121°52'17.18""",宜蘭縣,蘇澳鎮,"24.583861, 121.871444",宜蘭縣蘇澳鎮南方澳漁港東側,24.583861,121.871444
內埤海灣風景區,"24°34'36.70"",121°52'12.94""",宜蘭縣,蘇澳鎮,"24.576861, 121.870250",宜蘭縣蘇澳鎮內埤路(北濱公園旁),24.576861,121.87025
白米社區(白米木屐村),"24°34'53.47"",121°50'45.17""",宜蘭縣,蘇澳鎮,"24.581528, 121.845889",宜蘭縣蘇澳鎮永春路174號,24.581528,121.845889
蘇澳冷泉公園,"24°35'58.49"",121°50'57.77""",宜蘭縣,蘇澳鎮,"24.599583, 121.849389",宜蘭縣蘇澳鎮冷泉路6-4號,24.599583,121.849389
礁溪協天廟,"24°49'6.82"",121°46'8.76""",宜蘭縣,礁溪鄉,"24.818556, 121.769111",宜蘭縣礁溪鄉中山路一段51號,24.818556,121.769111
金車蘭花園,"24°42'51.26"",121°42'0.76""",宜蘭縣,礁溪鄉,"24.714250, 121.700222",宜蘭縣礁溪鄉德陽村奇立丹路103號之1,24.71425,121.700222
台灣菸酒公司宜蘭觀光酒廠(甲子蘭文物館),"24°45'25.09"",121°44'56.76""",宜蘭縣,宜蘭市,"24.756972, 121.749111",宜蘭縣宜蘭市舊城西路3號,24.756972,121.749111
蘭城新月廣場,"24°45'13.43"",121°45'0.36""",宜蘭縣,宜蘭市,"24.753722, 121.750111",宜蘭縣宜蘭市民權路二段38巷6號,24.753722,121.750111
武陵農場,"24.752389, 121.756833",台中市,和平區,"24.355556, 121.312472",台中市和平區平等村武陵路4號,24.355556,121.312472
東門夜市,"24°45'29.05"",121°45'28.73""",宜蘭縣,宜蘭市,"24.758083, 121.757972",宜蘭縣宜蘭市聖後路,24.758083,121.757972
探棲蘭檜木原生林 宜蘭100線林道,"24°35'17.30"",121°26'3.12""",宜蘭縣,大同鄉,"24.588139, 121.434194",宜蘭縣大同鄉英士村林森巷51-1號,24.588139,121.434194
南澳鹿皮溪 溯溪探訪金岳瀑布,"24°28'5.66"",121°45'16.67""",宜蘭縣,南澳鄉,"24.468250, 121.754639",宜蘭縣南澳鄉金岳瀑布,24.46825,121.754639
宜蘭龜山島 探尋海上生態公園,"24°50'37.32"",121°56'58.13""",宜蘭縣,NA,"24.843694, 121.949472",NA,24.843694,121.949472
宜蘭頭城 海陸空樂無窮,"24°51'25.24"",121°49'26.94""",宜蘭縣,頭城鎮,"24.857000, 121.824139",宜蘭縣頭城鎮和平街92號,24.857,121.824139
洄瀾灣風情,23°56'12.0"N 121°35'40.7"E,花蓮縣,吉安鄉,"23.936660, 121.594629",NA,23.93666,121.594629
花蓮慶修院,23°58'25.3"N 121°33'53.0"E,花蓮縣,吉安鄉,"23.973693, 121.564713",NA,23.973693,121.564713
花蓮太魯閣,24°09'19.8"N 121°37'17.8"E,花蓮縣,秀林鄉,"24.155507, 121.621606",花蓮縣秀林鄉中部橫貫公路,24.155507,121.621606
花蓮鐵道園區,23°58'28.7"N 121°36'37.9"E,花蓮縣,花蓮市,"23.974649, 121.610539",花蓮縣花蓮市中山路71號,23.974649,121.610539
六十石山,23°13'19.3"N 121°18'59.6"E,花蓮縣,富里鄉,"23.222022, 121.316550",花蓮縣富里鄉忘憂亭,23.222022,121.31655
七星潭,24°02'18.3"N 121°37'29.1"E,花蓮縣,新城鄉,"24.038409, 121.624750",花蓮縣新城鄉海岸路七星潭,24.038409,121.62475
花蓮落雨松秘境,23°49'47.8"N 121°30'54.5"E,花蓮縣,壽豐鄉,"23.829945, 121.515144",花蓮縣壽豐鄉豐坪路二段2巷201弄88 號,23.829945,121.515144
太魯閣國家公園,"24°11'38.36"",121°29'27.67""",花蓮縣,秀林鄉,"24.194000, 121.491028",花蓮縣秀林鄉,24.194,121.491028
長春祠,"24°9'36.76"",121°36'6.62""",花蓮縣,秀林鄉,"24.160222, 121.601833",花蓮縣秀林鄉,24.160222,121.601833
燕子口,"24°10'25.03"",121°33'49.14""",花蓮縣,秀林鄉,"24.173611, 121.563639",花蓮縣秀林鄉中橫109.9公里處,24.173611,121.563639
布洛灣遊憩區,"24°10'14.74"",121°34'21.50""",花蓮縣,秀林鄉,"24.170750, 121.572639",花蓮縣秀林鄉富世村232-1號,24.17075,121.572639
立德布洛灣山月邨(太魯閣),"24°10'8.36"",121°34'21.00""",花蓮縣,秀林鄉,"24.169000, 121.572500",花蓮縣秀林鄉231-1號太魯閣山月村,24.169,121.5725
秀姑巒溪遊客中心,"23°29'20.08"",121°24'5.29""",花蓮縣,瑞穗鄉,"23.488917, 121.401472",花蓮縣瑞穗鄉中山路三段215號,23.488917,121.401472
長虹橋,"23°28'3.97"",121°29'19.90""",花蓮縣,豐濱鄉,"23.467778, 121.488861",花蓮縣豐濱鄉秀姑巒溪口,23.467778,121.488861
石梯坪,"23°29'0.71"",121°30'41.33""",花蓮縣,豐濱鄉,"23.483528, 121.511472",花蓮縣豐濱鄉港口村,23.483528,121.511472
赤科山(赤柯山),"23°23'23.10"",121°23'42.07""",花蓮縣,玉里鎮,"23.389750, 121.395028",花蓮縣玉里鎮觀音里高寮村,23.38975,121.395028
舞鶴風景區,"23°28'6.38"",121°21'25.45""",花蓮縣,瑞穗鄉,"23.468444, 121.357083",花蓮縣瑞穗鄉舞鶴村舞鶴路,23.468444,121.357083
紅葉溫泉旅社,"23°29'26.74"",121°19'31.19""",花蓮縣,萬榮鄉,"23.490750, 121.325333",花蓮縣萬榮鄉紅葉村188號,23.49075,121.325333
花蓮港濱自行車道,"24°2'3.80"",121°37'37.92""",花蓮縣,花蓮市,"24.034389, 121.627194",花蓮縣花蓮市,24.034389,121.627194
兩潭自行車道,"24°1'43.90"",121°37'48.68""",花蓮縣,花蓮市,"24.028861, 121.630194",花蓮縣花蓮市,24.028861,121.630194
花蓮港,"23°59'19.46"",121°37'46.96""",花蓮縣,花蓮市,"23.988750, 121.629722",花蓮縣花蓮市海岸路6666號,23.98875,121.629722
北濱公園,"23°58'42.31"",121°37'3.72""",花蓮縣,花蓮市,"23.978417, 121.617694",花蓮縣花蓮巿海濱街,23.978417,121.617694
南濱公園,"23°58'1.09"",121°36'32.04""",花蓮縣,花蓮市,"23.966972, 121.608889",花蓮縣花蓮市南濱路,23.966972,121.608889
鯉魚潭,"23°56'6.72"",121°30'25.99""",花蓮縣,壽豐鄉,"23.935194, 121.507222",花蓮縣壽豐鄉池南村,23.935194,121.507222
鯉魚潭自行車道,"23°55'47.64"",121°30'51.26""",花蓮縣,壽豐鄉,"23.929889, 121.514250",花蓮縣壽豐鄉池南村,23.929889,121.51425
七星柴魚博物館,"24°1'37.63"",121°37'45.16""",花蓮縣,新城鄉,"24.027111, 121.629222",花蓮縣新城鄉大漢村七星街148號,24.027111,121.629222
立川漁場,"23°51'53.32"",121°31'19.88""",花蓮縣,壽豐鄉,"23.864806, 121.522194",花蓮縣壽豐鄉共和村魚池路45號,23.864806,121.522194
瑞穗牧場,"23°28'45.34"",121°20'45.46""",花蓮縣,瑞穗鄉,"23.479250, 121.345972",花蓮縣瑞穗鄉舞鶴村6鄰157號,23.47925,121.345972
羅山遊憩區(羅山有機村),"23°10'58.98"",121°17'31.88""",花蓮縣,富里鄉,"23.183056, 121.292194",花蓮縣富里鄉羅山村,23.183056,121.292194
池上大波池,"23°7'14.05"",121°13'21.29""",花蓮縣,池上鄉,"23.120583, 121.222583",台東縣池上鄉,23.120583,121.222583
伯朗大道,"23°5'55.79"",121°12'45.36""",花蓮縣,池上鄉,"23.098833, 121.212611",台東縣池上鄉錦新三號道路,23.098833,121.212611
武陵綠色隧道,"22°57'34.13"",121°7'31.08""",花蓮縣,鹿野鄉,"22.959472, 121.125306",台東縣鹿野鄉,22.959472,121.125306
鹿野高台,"22°54'59.40"",121°7'17.72""",花蓮縣,鹿野鄉,"22.916500, 121.121583",台東縣鹿野鄉高台路46巷,22.9165,121.121583
花蓮文化創意產業園區(舊花蓮酒廠),"23°58'34.25"",121°36'16.38""",花蓮縣,花蓮市,"23.976194, 121.604556",花蓮縣花蓮市中華路144號,23.976194,121.604556
松園別館,"23°58'58.30"",121°36'55.80""",花蓮縣,花蓮市,"23.982861, 121.615500",花蓮縣花蓮市松園街65號(原水源街26號),23.982861,121.6155
東大門夜市,"23°58'26.22"",121°36'39.74""",花蓮縣,花蓮市,"23.973944, 121.611028",花蓮縣花蓮市重慶路與福町路口,23.973944,121.611028
雲山水,"23°49'37.06"",121°30'51.26""",花蓮縣,壽豐鄉,"23.826972, 121.514250",花蓮縣壽豐鄉豐坪路二段42-2號,23.826972,121.51425
兆豐農場,"23°48'7.38"",121°27'46.98""",花蓮縣,鳳林鎮,"23.802056, 121.463056",花蓮縣鳳林鎮永福街20號,23.802056,121.463056
花蓮林田山 漾日式風情,"23°43'3.32"",121°23'55.64""",花蓮縣,鳳林鎮,"23.717583, 121.398778",花蓮縣鳳林鎮,23.717583,121.398778
花蓮太魯閣 縱橫峽谷遊步道,"24°11'38.40"",121°29'27.67""",花蓮縣,秀林鄉,"24.194000, 121.491028",花蓮縣秀林鄉富世291號,24.194,121.491028
清水斷崖,"24°13'10.49"",121°41'20.83""",花蓮縣,秀林鄉,"24.219583, 121.689111",花蓮縣秀林鄉蘇花公路,24.219583,121.689111
花蓮富源森林遊樂區 觀瀑賞蝶泡暖湯,"23°34'59.52"",121°22'0.08""",花蓮縣,瑞穗鄉,"23.583194, 121.366694",花蓮縣瑞穗鄉,23.583194,121.366694
花蓮 銅門龍澗 探峽谷尋魚蹤,"24°0'14.15"",121°25'37.99""",花蓮縣,NA,"23.259111, 121.171500",NA,23.259111,121.1715
花蓮溯溪 清水溪 難易任君遊．砂婆礑 恰堪 探秘境,"23°15'32.83"",121°10'17.44""",花蓮縣,NA,"23.259111, 121.171500",NA,23.259111,121.1715
台東鐵花村,22°45'12.3"N 121°08'41.8"E,台東縣,台東市,"22.753427, 121.144949",台東縣台東市鐵花路鐵花村,22.753427,121.144949
小野柳風光,22°47'43.0"N 121°11'43.7"E,台東縣,台東市,"22.795277, 121.195465",NA,22.795277,121.195465
台東三仙台,23°07'34.7"N 121°25'17.8"E,台東縣,成功鎮,"23.126303, 121.421621",台東縣成功鎮三仙台,23.126303,121.421621
石雨傘海濱,23°10'38.3"N 121°24'12.0"E,台東縣,成功鎮,"23.177300, 121.403325",台東縣成功鎮石雨傘風景區,23.1773,121.403325
池上風光,23°05'55.6"N 121°12'45.4"E,台東縣,池上鄉,"23.098779, 121.212602",台東縣池上鄉池上伯朗大道,23.098779,121.212602
關山田野,23°02'31.4"N 121°10'15.0"E,台東縣,關山鎮,"23.042061, 121.170844",台東縣關山鎮關山環鎮自行車道,23.042061,121.170844
太麻里(金針花的故鄉),"22°38'57.70"",120°58'42.17""",台東縣,太麻里,"22.649361, 120.978389",台東縣太麻里,22.649361,120.978389
綠島遊客服務中心,"22°40'19.24"",121°28'6.35""",台東縣,綠島鄉,"22.672000, 121.468444",台東縣綠島鄉南寮村298號,22.672,121.468444
綠島南寮港,"22°39'35.53"",121°28'28.31""",台東縣,綠島鄉,"22.659861, 121.474528",台東縣綠島鄉,22.659861,121.474528
綠島石朗潛水區,"22°39'20.99"",121°28'28.34""",台東縣,綠島鄉,"22.655833, 121.474528",台東縣綠島鄉,22.655833,121.474528
綠島帆船鼻,"22°38'7.55"",121°30'24.98""",台東縣,綠島鄉,"22.635444, 121.506944",台東縣綠島鄉,22.635444,121.506944
綠島小長城,"22°39'39.20"",121°30'24.52""",台東縣,綠島鄉,"22.660889, 121.506806",台東縣綠島鄉,22.660889,121.506806
睡美人與哈巴狗岩,"22°39'14.54"",121°30'25.85""",台東縣,綠島鄉,"22.654028, 121.507194",台東縣綠島鄉南寮村,22.654028,121.507194
綠島海參坪,"22°39'29.66"",121°30'17.75""",台東縣,綠島鄉,"22.658250, 121.504944",台東縣綠島鄉東方,22.65825,121.504944
綠島柚子湖,"22°39'58.86"",121°30'32.58""",台東縣,綠島鄉,"22.666361, 121.509056",台東縣綠島鄉,22.666361,121.509056
朝日溫泉,"22°38'13.49"",121°30'15.05""",台東縣,綠島鄉,"22.637083, 121.504194",台東縣綠島鄉公館村溫泉路167號,22.637083,121.504194
綠島大白沙,"22°38'17.77"",121°29'38.80""",台東縣,綠島鄉,"22.638278, 121.494111",台東縣綠島鄉,22.638278,121.494111
綠島觀音洞,"22°40'17.72"",121°30'23.26""",台東縣,綠島鄉,"22.671583, 121.506472",台東縣綠島鄉,22.671583,121.506472
綠島人權紀念公園,"22°40'31.87"",121°29'39.80""",台東縣,綠島鄉,"22.675528, 121.494389",台東縣綠島鄉公館村,22.675528,121.494389
綠島將軍岩,"22°40'34.46"",121°29'42.65""",台東縣,綠島鄉,"22.676250, 121.495194",台東縣綠島鄉,22.67625,121.495194
綠島牛頭山,"22°40'36.62"",121°30'26.14""",台東縣,綠島鄉,"22.676833, 121.507250",台東縣綠島鄉,22.676833,121.50725
綠島燈塔,"22°40'36.05"",121°27'58.03""",台東縣,綠島鄉,"22.676694, 121.466111",台東縣綠島鄉,22.676694,121.466111
三仙台,"23°7'34.32"",121°25'18.05""",台東縣,成功鎮,"23.126194, 121.421694",臺東縣成功鎮三仙里基翬路,23.126194,121.421694
泰源幽谷,"22°58'37.78"",121°18'15.66""",台東縣,東河鄉,"22.977167, 121.304361",台東縣東河鄉東河村,22.977167,121.304361
都蘭遺址,"22°53'5.75"",121°13'10.34""",台東縣,東河鄉,"22.884944, 121.219528",台東縣東河鄉都蘭村,22.884944,121.219528
水往上流,"22°52'4.87"",121°13'14.81""",台東縣,東河鄉,"22.868028, 121.220778",台東縣東河鄉都蘭村,22.868028,121.220778
知本溫泉,"22°41'35.16"",121°1'5.23""",台東縣,卑南鄉,"22.693111, 121.018111",台東縣卑南鄉溫泉村龍泉路,22.693111,121.018111
台東森林公園(黑森林),"22°45'48.82"",121°9'30.02""",台東縣,台東市,"22.763556, 121.158333",台東縣台東市中山路與馬亨亨大道交叉口附近,22.763556,121.158333
利吉月世界(利吉惡地),"22°48'52.49"",121°8'18.60""",台東縣,卑南鄉,"22.814583, 121.138500",台東縣卑南鄉利吉村(過利吉大橋即抵),22.814583,121.1385
關山環鎮自行車道,"23°2'31.60"",121°10'15.06""",台東縣,關山鎮,"23.042111, 121.170861",台東縣關山鎮,23.042111,121.170861
池上大坡池風景區,"23°7'14.12"",121°13'21.29""",台東縣,池上鄉,"23.120583, 121.222583",台東縣池上鄉,23.120583,121.222583
靜浦北回歸線,"23°27'5.08"",121°29'46.43""",花蓮縣,豐濱鄉,"23.451417, 121.496222",花蓮縣豐濱鄉,23.451417,121.496222
八仙洞,"23°23'49.99"",121°28'36.05""",台東縣,長濱鄉,"23.397222, 121.476694",台東縣長濱鄉水母丁1號之4,23.397222,121.476694
石雨傘,"23°10'38.35"",121°24'12.02""",台東縣,成功鎮,"23.177333, 121.403333",台東縣成功鎮三仙台,23.177333,121.403333
知本國家森林遊樂區,"22°41'18.02"",120°59'28.28""",台東縣,卑南鄉,"22.688333, 120.991194",台東縣卑南鄉溫泉村龍泉路290號,22.688333,120.991194
都蘭灣,"22°52'0.48"",121°13'15.92""",台東縣,東河鄉,"22.866806, 121.221083",台東縣東河鄉,22.866806,121.221083
台東卑南遺址 窺千年智慧光華,"22°47'29.47"",121°7'11.35""",台東縣,台東市,"22.791528, 121.119833",台東縣台東市文化公園路200號,22.791528,121.119833
台東近黃溫泉 浸淫溪畔三溫暖,"22°30'53.60"",120°51'14.69""",台東縣,NA,"22.514889, 120.854083",NA,22.514889,120.854083
南橫嘉明湖 山中蔚藍寶石,"23°7'31.58"",120°42'33.80""",高雄市,桃源區,"23.125444, 120.709389",高雄市桃源區高中里,23.125444,120.709389
台東栗松 絕美野溪溫泉精采呈現,"23°11'52.66"",121°2'13.92""",台東縣,海端鄉,"23.197972, 121.037194",台東縣海端鄉,23.197972,121.037194
蘭嶼 體驗達悟族生活,"22°3'25.92"",121°32'14.53""",台東縣,蘭嶼鄉,"22.057194, 121.537361",台東縣蘭嶼鄉東清村,22.057194,121.537361
嘎日爾曼峽谷 蘭嶼探秘境,"22°1'44.04"",121°32'21.12""",台東縣,蘭嶼鄉,"22.028889, 121.539194",台東縣蘭嶼鄉紅頭村,22.028889,121.539194
山川琉璃吊橋,22°42'29.9"N 120°39'11.6"E,屏東縣,三地門,"22.708306, 120.653221",屏東縣三地門鄉中正路一段56號,22.708306,120.653221
屏東海生館,22°02'45.8"N 120°41'56.1"E,屏東縣,車城鄉,"22.046067, 120.698906",屏東縣車城鄉後灣路2號,22.046067,120.698906
墾丁風光,21°56'56.7"N 120°46'48.5"E,屏東縣,恆春鎮,"21.949074, 120.780144",屏東縣恆春鎮汽車停車場,21.949074,120.780144
恆春古城,22°00'12.2"N 120°44'36.6"E,屏東縣,恆春鎮,"22.003391, 120.743490",台灣屏東縣恆春鎮福德路中山路,22.003391,120.74349
鵝鑾鼻,21°54'14.9"N 120°51'02.4"E,屏東縣,恆春鎮,"21.904147, 120.850668",屏東縣恆春鎮燈塔路251號,21.904147,120.850668
萬巒鄉情美食,22°34'26.0"N 120°34'07.9"E,屏東縣,萬巒鄉,"22.573890, 120.568854",屏東縣萬巒鄉民和路1-4號,22.57389,120.568854
鵝鑾鼻公園,"21°54'13.93"",120°51'12.60""",屛東縣,恆春鎮,"21.903861, 120.853500",屏東縣恆春鎮鵝鑾里鵝鑾路301號,21.903861,120.8535
墾丁國家公園,"21°56'56.65"",120°46'48.61""",屛東縣,恆春鎮,"21.949083, 120.780167",屏東縣恆春鎮公園路596號,21.949083,120.780167
琅嶠城門(恆春古城),"22°0'12.92"",120°44'36.67""",屛東縣,恆春鎮,"22.003583, 120.743528",屏東縣恆春鎮,22.003583,120.743528
關山落日,"21°57'52.78"",120°43'6.53""",屛東縣,恆春鎮,"21.964667, 120.718472",屏東縣恒春鎮,21.964667,120.718472
四重溪溫泉,"22°5'39.98"",120°44'52.04""",屛東縣,車城鄉,"22.094444, 120.747778",屏東縣車城鄉溫泉村,22.094444,120.747778
石門古戰場,"22°6'45.18"",120°45'41.29""",屛東縣,車城鄉,"22.112556, 120.761472",屏東縣車城鄉與牡丹鄉交界,22.112556,120.761472
車城福安宮,"22°4'16.14"",120°42'39.60""",屛東縣,車城鄉,"22.071139, 120.711000",屏東縣車城鄉福安村福安路51號,22.071139,120.711
國立海洋生物博物館,"22°2'45.85"",120°41'56.08""",屛東縣,車城鄉,"22.046083, 120.698917",屏東縣車城鄉後灣村後灣路2號,22.046083,120.698917
南灣遊憩區,"21°57'33.91"",120°45'44.10""",屛東縣,恒春鎮,"21.959417, 120.762250",屏東縣恒春鎮南灣里南灣路223號,21.959417,120.76225
墾丁海水浴場(大灣),"21°57'33.91"",120°45'44.10""",屛東縣,恒春鎮,"21.959417, 120.762250",屏東縣恒春鎮大灣海濱,21.959417,120.76225
