X1,X2,X3,X4,X5,X6,latitude,longitude
阿里山,23°30'32.6"N 120°48'07.6"E,嘉義縣,阿里山鄉,"23.509061, 120.802102",嘉義縣阿里山鄉 阿里山遊樂園入口,23.509061,120.802102
梅山太平雲梯,23°33'34.4"N 120°36'04.8"E,嘉義縣,梅山鄉,"23.559549, 120.601333",嘉義縣梅山鄉小客車停車場,23.559549,120.601333
梅山太平老街,23°33'38.0"N 120°36'10.9"E,嘉義縣,梅山鄉,"23.560568, 120.603024",嘉義縣梅山鄉太平村太平老街,23.560568,120.603024
新港奉天宮,23°33'24.3"N 120°20'52.4"E,嘉義縣,新港鄉,"23.556747, 120.347891",嘉義縣新港鄉新民路53號,23.556747,120.347891
板頭藝術村,23°33'55.2"N 120°19'14.6"E,嘉義縣,新港鄉,"23.565324, 120.320709",嘉義縣新港鄉板頭村1鄰板頭厝45-2號,23.565324,120.320709
集集綠色隧道,"23°50'13.20"",120°43'40.19""",南投縣,集集鎮,"23.837000, 120.727831",南投縣集集鎮草嶺巷投152線,23.837,120.727831
集集火車站,"23°49'35.62"",120°47'5.64""",南投縣,集集鎮,"23.826556, 120.784889",南投縣集集鎮民生路75號,23.826556,120.784889
明新書院,"23°49'39.11"",120°47'58.70""",南投縣,集集鎮,"23.827528, 120.799639",南投縣集集鎮東昌巷4號,23.827528,120.799639
車埕,"23°50'1.00"",120°51'59.36""",南投縣,水里鄉,"23.833611, 120.866500",南投縣水里鄉,23.833611,120.8665
東埔帝綸溫泉渡假大飯店,"23°33'41.00"",120°55'36.66""",南投縣,信義鄉,"23.561389, 120.926861",南投縣信義鄉東埔溫泉開高巷86號,23.561389,120.926861
東埔溫泉,"23°33'41.98"",120°55'51.53""",南投縣,信義鄉,"23.561667, 120.930972",南投縣信義鄉,23.561667,120.930972
父不知子斷崖(東埔斷崖),"23°33'24.12"",120°55'57.83""",南投縣,信義鄉,"23.556694, 120.932722",南投縣信義鄉,23.556694,120.932722
夫妻樹,"23°30'44.06"",120°53'27.38""",南投縣,信義鄉,"23.512250, 120.890944",南投縣信義鄉台21線,23.51225,120.890944
塔塔加遊憩區,"23°29'14.96"",120°53'26.48""",南投縣,信義鄉,"23.487500, 120.890694",南投縣信義鄉同富村太平路118號,23.4875,120.890694
阿里山國家森林遊樂區,"23°30'30.64"",120°48'4.14""",嘉義縣,阿里山鄉,"23.508500, 120.801139",嘉義縣阿里山鄉中正村59號,23.5085,120.801139
台灣菸酒公司嘉義觀光酒廠,"23°31'19.96"",120°26'37.50""",嘉義縣,民雄鄉,"23.522222, 120.443750",嘉義縣民雄鄉福樂村中山路4號,23.522222,120.44375
交趾陶館,"23°29'13.56"",120°27'9.07""",嘉義市,嘉義市,"23.487111, 120.452528",嘉義市嘉義市忠孝路275號,23.487111,120.452528
阿里山國家風景區,"23°26'47.62"",120°35'6.97""",嘉義縣,番路鄉,"23.446556, 120.585278",管理處：嘉義縣番路鄉觸口村觸口3-16號,23.446556,120.585278
港坪花卉區(港坪花卉區自行道),"23°28'12.29"",120°25'0.98""",嘉義市,嘉義市,"23.470083, 120.416944",嘉義市世賢路一段,23.470083,120.416944
蘭潭水庫,"23°27'59.36"",120°28'45.26""",嘉義市,東區,"23.466500, 120.479250",嘉義市東區小雅路25號,23.4665,120.47925
嘉義酒廠,"23°31'19.96"",120°26'37.50""",嘉義縣,民雄鄉,"23.522222, 120.443750",嘉義縣民雄鄉福樂村中山路4號,23.522222,120.44375
天長地久橋,"23°26'18.35"",120°36'23.83""",嘉義縣,番路鄉,"23.438444, 120.606611",嘉義縣番路鄉觸口村,23.438444,120.606611
優遊吧斯鄒族文化部落,23°27'51.16"N 120°41'23.25"E,嘉義縣,阿里山鄉,"23.464222, 120.689806",嘉義縣阿里山樂野村4鄰127-2號,23.464222,120.689806
水漾森林 嘉義南投尋遊奇景,"23°34'59.48"",120°48'9.14""",嘉義縣,阿里山鄉,"23.583189, 120.802539",嘉義縣阿里山鄉水漾森林,23.583189,120.802539
嘉義瑞里風景區 探燕子崖蝙蝠洞,"23°32'5.64"",120°39'55.44""",嘉義縣,NA,"23.534900, 120.665400",嘉義縣梅山鄉燕子崖,23.5349,120.6654
口湖烏魚子,23°34'41.2"N 120°09'18.5"E,雲林縣,口湖鄉,"23.578100, 120.155125",雲林縣口湖鄉北興街399-36號,23.5781,120.155125
良作工場,23°38'21.7"N 120°28'00.1"E,雲林縣,大埤鄉,"23.639363, 120.466690",雲林縣大埤鄉豐田路57號,23.639363,120.46669
斗六太平老街,23°42'30.8"N 120°32'30.6"E,雲林縣,斗六市,"23.708568, 120.541826",雲林縣斗六市太平路92號,23.708568,120.541826
菓風巧克力工房,23°42'33.4"N 120°33'48.0"E,雲林縣,斗六市,"23.709274, 120.563323",雲林縣斗六市文化路646巷137號,23.709274,120.563323
斗南他里霧,23°40'26.4"N 120°28'52.8"E,雲林縣,斗南鎮,"23.674008, 120.481325",雲林縣斗南鎮南昌路27號,23.674008,120.481325
雲林偶的家,23°40'02.2"N 120°28'20.2"E,雲林縣,斗南鎮,"23.667270, 120.472267",雲林縣斗南鎮建國三路506號,23.66727,120.472267
北港朝天宮,23°34'04.2"N 120°18'16.7"E,雲林縣,北港鎮,"23.567840, 120.304625",雲林縣北港鎮共榮里,23.56784,120.304625
古坑綠色隧道,23°39'33.7"N 120°32'27.6"E,雲林縣,古坑鄉,"23.659360, 120.540985",雲林縣古坑鄉湳子23之32號,23.65936,120.540985
劍湖山世界,23°37'04.4"N 120°34'44.1"E,雲林縣,古坑鄉,"23.617884, 120.578915",雲林縣古坑鄉646,23.617884,120.578915
西螺甕釀醬油,23°48'08.8"N 120°27'49.7"E,雲林縣,西螺鎮,"23.802448, 120.463793",雲林縣西螺鎮延平路12-46,23.802448,120.463793
西螺風光,23°48'05.4"N 120°27'42.8"E,雲林縣,西螺鎮,"23.801492, 120.461893",雲林縣西螺鎮延平路111-77,23.801492,120.461893
頂溪貓彩繪村,23°43'44.1"N 120°27'46.2"E,雲林縣,虎尾鎮,"23.728908, 120.462830",雲林縣虎尾鎮雲74-1鄉道54-56,23.728908,120.46283
荷苞山咖啡遊憩區,"23°39'19.91"",120°35'34.15""",雲林縣,古坑鄉,"23.655528, 120.592833",雲林縣古坑鄉荷苞山,23.655528,120.592833
華山風景區,"23°35'47.40"",120°35'30.34""",雲林縣,古坑鄉,"23.596500, 120.591750",雲林縣古坑鄉華山村,23.5965,120.59175
雲林布袋戲館(虎尾鎮掌中戲),"23°42'33.66"",120°26'0.85""",雲林縣,虎尾鎮,"23.709361, 120.433583",雲林縣虎尾鎮林森路一段498號,23.709361,120.433583
虎尾社造中心(合同廳舍),"23°42'33.34"",120°26'2.08""",雲林縣,虎尾鎮,"23.709250, 120.433917",雲林縣虎尾鎮公安里林森路一段491號,23.70925,120.433917
雲林故事館(虎尾郡守官邸),"23°42'32.72"",120°25'58.69""",雲林縣,虎尾鎮,"23.709083, 120.432972",雲林縣虎尾鎮林森路一段528號,23.709083,120.432972
興隆毛巾觀光工廠,"23°43'30.11"",120°26'35.41""",雲林縣,虎尾鎮,"23.725028, 120.443167",雲林縣虎尾鎮埒內里84-1號,23.725028,120.443167
頂溪彩繪貓村,"23°43'45.23"",120°27'46.08""",雲林縣,虎尾鎮,"23.729222, 120.462806",雲林縣虎尾鎮中山路56號之1,23.729222,120.462806
太平歷史街區(太平老街),"23°42'30.89"",120°32'30.52""",雲林縣,斗六,"23.708583, 120.541806",雲林縣斗六市太平路圓環至郵局路段,23.708583,120.541806
斗六天主堂,"23°42'30.46"",120°32'37.39""",雲林縣,斗六市,"23.708472, 120.543722",雲林縣斗六市中華路80號,23.708472,120.543722
朝露魚舖觀光工廠,"23°43'3.58"",120°35'33.72""",雲林縣,斗六市,"23.717667, 120.592694",雲林縣斗六市斗工六路6號,23.717667,120.592694
大同醬油黑金釀造館,"23°43'11.50"",120°35'56.04""",雲林縣,斗六市,"23.719861, 120.598900",雲林縣斗六市斗工二路39號,23.719861,120.5989
延平歷史街區(西螺老街),"23°48'5.44"",120°27'42.84""",雲林縣,西螺鎮,"23.801500, 120.461889",雲林縣西螺鎮延平路與大同街交叉口,23.8015,120.461889
西螺戲院,"23°48'4.79"",120°27'48.46""",雲林縣,西螺鎮,"23.801333, 120.463472",雲林縣西螺鎮觀音街2號,23.801333,120.463472
西螺振文書院,"23°47'40.34"",120°27'52.13""",雲林縣,西螺鎮,"23.794528, 120.464472",雲林縣西螺鎮廣福里興農西路6號,23.794528,120.464472
虎尾糖廠,"23°42'15.16"",120°26'10.79""",雲林縣,虎尾鎮,"23.704222, 120.436333",雲林縣虎尾鎮安慶里中山路2號,23.704222,120.436333
雲林劍湖山王子大飯店,23°36'57.09"N 120°34'46.00"E,雲林縣,古坑鄉,"23.615861, 120.579444",雲林縣古坑鄉永光村大湖口67號,23.615861,120.579444
古坑華山文學步道,23°35'35.26"N 120°36'3.22"E,雲林縣,古坑鄉,"23.593139, 120.600889",雲林縣古坑鄉華山村(入口由中華電信旁巷子進入),23.593139,120.600889
樟湖風景區,"23°36'34.38"",120°38'21.48""",雲林縣,古坑鄉,"23.609556, 120.639306",雲林縣古坑鄉樟湖村,23.609556,120.639306
雲林草嶺 萬年峽谷 鬼斧神工磅礡奇景,"23°36'4.50"",120°39'56.59""",雲林縣,古坑鄉,"23.601250, 120.665722",雲林縣古坑鄉草嶺村,23.60125,120.665722
大村田園咖啡,23°59'49.2"N 120°34'08.5"E,彰化縣,大村鄉,"23.996996, 120.569036",彰化縣大村鄉中正東路269巷271弄252號,23.996996,120.569036
雙心池塘,23°59'48.6"N 120°34'38.0"E,彰化縣,大村鄉,"23.996826, 120.577223",彰化縣大村鄉平和社區雙心池塘,23.996826,120.577223
田尾公路花園,23°53'45.9"N 120°31'52.5"E,彰化縣,田尾鄉,"23.896085, 120.531255",彰化縣田尾鄉民族路一段156號,23.896085,120.531255
田尾菁芳園,23°54'23.8"N 120°32'02.4"E,彰化縣,田尾鄉,"23.906608, 120.533999",彰化縣田尾鄉張厝巷72號,23.906608,120.533999
王功夕照,23°58'05.5"N 120°19'27.2"E,彰化縣,芳苑鄉,"23.968187, 120.324233",NA,23.968187,120.324233
興賢書院,23°57'30.3"N 120°34'29.2"E,彰化縣,員林市,"23.958403, 120.574773",彰化县员林镇三民街1號,23.958403,120.574773
鹿港風情,24°03'14.6"N 120°26'13.7"E,彰化縣,鹿港鎮,"24.054064, 120.437139",.彰化縣鹿港鎮景興街 4 號駐車場,24.054064,120.437139
鹿港龍山寺,24°02'51.9"N 120°26'04.9"E,彰化縣,鹿港鎮,"24.047760, 120.434681",NA,24.04776,120.434681
鹿港進士邸,24°03'13.0"N 120°26'09.6"E,彰化縣,鹿港鎮,"24.053600, 120.436003",彰化縣鹿港鎮中山路138號,24.0536,120.436003
桂花巷藝術村,24°03'23.0"N 120°25'50.4"E,彰化縣,鹿港鎮,"24.056385, 120.430656",彰化縣鹿港鎮公園一路與 成功 路 交叉 口,24.056385,120.430656
玻璃廟(護聖宮),24°04'09.4"N 120°23'40.8"E,彰化縣,鹿港鎮,"24.069278, 120.394661",彰化縣鹿港鎮鹿工南四路28號,24.069278,120.394661
溪湖糖廠,23°57'06.6"N 120°28'45.9"E,彰化縣,溪湖鎮,"23.951824, 120.479412",彰化縣溪湖鎮溪湖糖廠停車場一,23.951824,120.479412
溪湖羊肉爐,23°57'27.1"N 120°29'05.3"E,彰化縣,溪湖鎮,"23.957539, 120.484815",彰化縣溪湖鎮長青街17號,23.957539,120.484815
八卦山,24°04'38.9"N 120°32'57.1"E,彰化縣,彰化市,"24.077484, 120.549201",彰化縣彰化市溫泉路,24.077484,120.549201
彰化扇形車庫,24°05'06.8"N 120°32'17.0"E,彰化縣,彰化市,"24.085223, 120.538068",彰化縣彰化市辭修路１８３號,24.085223,120.538068
台灣優格餅乾學院,24°07'33.5"N 120°27'58.6"E,彰化縣,線西鄉,"24.125964, 120.466266",彰化縣線西鄉草豐路501巷5號,24.125964,120.466266
彰化扇型車庫,"24°5'9.64"",120°32'24.61""",彰化縣,彰化市,"24.086000, 120.540167",彰化縣彰化市彰美路一段1號,24.086,120.540167
鹿港文武廟,"24°2'55.97"",120°26'18.46""",彰化縣,鹿港鎮,"24.048889, 120.438472",彰化縣鹿港鎮街尾里青雲路2號,24.048889,120.438472
鹿港民俗文物館,"24°3'14.15"",120°26'11.36""",彰化縣,鹿港鎮,"24.053944, 120.436500",彰化縣鹿港鎮中山路152號,24.053944,120.4365
鹿港老街,"23°58'11.64"",120°19'35.40""",彰化縣,鹿港鎮,"23.969889, 120.326500",彰化縣鹿港鎮瑤林街和埔頭街,23.969889,120.3265
台灣玻璃館,"24°4'7.36"",120°23'41.50""",彰化縣,鹿港鎮,"24.068722, 120.394861",彰化縣鹿港鎮鹿工南四路30號,24.068722,120.394861
大甲鎮瀾宮,"24°20'41.57"",120°37'25.68""",台中市,大甲區,"24.344889, 120.623806",台中市大甲區順天路158號,24.344889,120.623806
港區藝術中心,"24°16'15.31"",120°33'28.08""",台中市,清水區,"24.270917, 120.557806",台中市清水區忠貞路21號,24.270917,120.557806
高美濕地,"24°18'20.52"",120°32'51.54""",台中市,清水區,"24.305694, 120.547639",台中市清水區大甲溪出海口,24.305694,120.547639
台中港,"24°17'36.67"",120°31'15.46""",台中市,梧棲區,"24.293528, 120.520972",台中市梧棲區,24.293528,120.520972
梧棲港觀光漁巿,"24°17'36.67"",120°31'15.46""",台中市,清水區,"24.293528, 120.520972",台中市清水區北堤路30號,24.293528,120.520972
台中港酒店,"24°15'37.12"",120°32'1.46""",台中市,梧棲區,"24.260306, 120.533750",台中市梧棲區大智路二段388號,24.260306,120.53375
鹿港天后宮,"24°3'33.55"",120°25'53.36""",彰化縣,鹿港鎮,"24.059333, 120.431500",彰化縣鹿港鎮玉順里中山路430號,24.059333,120.4315
摸乳巷,"24°3'6.48"",120°25'56.35""",彰化縣,鹿港鎮,"24.051806, 120.432333",彰化縣鹿港鎮菜園路38號,24.051806,120.432333
王功蚵藝文化館,23°58'10.69"N 120°19'35.21"E,彰化縣,芳苑鄉,"23.969639, 120.326444",彰化縣芳苑鄉王功村漁港路900號,23.969639,120.326444
王功漁港(王功漁火碼頭),"23°58'11.64"",120°19'35.40""",彰化縣,芳苑鄉,"23.969889, 120.326500",彰化縣芳苑鄉漁港路,23.969889,120.3265
八卦山風景區,"24°4'42.82"",120°33'20.52""",彰化縣,彰化市,"24.078556, 120.555694",彰化縣彰化市卦山路8-1號,24.078556,120.555694
白蘭氏健康博物館,"24°4'40.51"",120°24'2.66""",彰化縣,鹿港鎮,"24.077917, 120.400750",彰化縣鹿港鎮彰濱工業區鹿工路18號,24.077917,120.40075
合歡山,24°08'32.6"N 121°17'03.0"E,南投縣,仁愛鄉,"24.142374, 121.284173",南投縣仁愛鄉武嶺,24.142374,121.284173
奧萬大森林,23°57'16.5"N 121°10'09.3"E,南投縣,仁愛鄉,"23.954587, 121.169262",南投縣仁愛鄉親愛村,23.954587,121.169262
廬山風情,24°01'22.3"N 121°10'55.0"E,南投縣,仁愛鄉,"24.022856, 121.181947",南投縣仁愛鄉麗廬山莊,24.022856,121.181947
霧社風光,24°01'04.2"N 121°07'44.4"E,南投縣,仁愛鄉,"24.017837, 121.129001",南投縣仁愛鄉中正路,24.017837,121.129001
清境農場,24°03'31.2"N 121°09'50.0"E,南投縣,仁愛鄉,"24.058670, 121.163889",南投縣仁愛鄉清境農場,24.05867,121.163889
杉林溪,23°38'19.7"N 120°47'20.6"E,南投縣,竹山鎮,"23.638815, 120.789060",南投縣竹山鎮,23.638815,120.78906
竹山天梯,23°40'11.6"N 120°44'02.2"E,南投縣,竹山鎮,"23.669875, 120.733934",南投縣竹山鎮大鞍里,23.669875,120.733934
竹山紫南宮,23°49'04.5"N 120°43'21.0"E,南投縣,竹山鎮,"23.817908, 120.722504",南投縣竹山鎮大公街40號557 號,23.817908,120.722504
忘憂森林,23°38'55.1"N 120°47'40.3"E,南投縣,竹山鎮,"23.648630, 120.794526",南投縣竹山鎮溪山路3-25號忘憂森林,23.64863,120.794526
中興新村,23°57'20.8"N 120°41'13.9"E,南投縣,南投市,"23.955782, 120.687180",南投縣南投市光華路6號,23.955782,120.68718
桃米坑紙教堂,23°56'27.6"N 120°55'36.8"E,南投縣,埔里鎮,"23.940998, 120.926884",南投縣埔里鎮,23.940998,120.926884
埔里元首館,23°58'12.5"N 120°55'36.5"E,南投縣,埔里鎮,"23.970147, 120.926792",南投縣埔里鎮中山路四段219號,23.970147,120.926792
廣興紙寮,23°58'37.6"N 120°56'21.8"E,南投縣,埔里鎮,"23.977103, 120.939383",南投縣埔里鎮投73鄉道14,23.977103,120.939383
日月潭,23°51'03.0"N 120°54'07.4"E,南投縣,魚池鄉,"23.850826, 120.902057",南投縣魚池鄉,23.850826,120.902057
九族文化村,23°52'11.5"N 120°56'42.1"E,南投縣,魚池鄉,"23.869848, 120.945033",NA,23.869848,120.945033
溪頭風光,23°40'20.3"N 120°47'47.0"E,南投縣,鹿谷鄉,"23.672307, 120.796380",NA,23.672307,120.79638
溪頭妖怪村,23°40'27.1"N 120°47'45.3"E,南投縣,鹿谷鄉,"23.674196, 120.795904",南投縣鹿谷鄉興產路2-3號,23.674196,120.795904
集集車站,23°49'35.6"N 120°47'05.5"E,南投縣,集集鎮,"23.826564, 120.784869",南投縣集集鎮吳厝里,23.826564,120.784869
牛耳石雕公園(牛耳藝術渡假村),"23°57'56.27"",120°56'35.92""",南投縣,埔里鎮,"23.965639, 120.943306",南投縣埔里鎮南村里中山路四段1-1號,23.965639,120.943306
日月潭國家風景區,"23°51'3.71"",120°54'7.52""",南投縣,魚池鄉,"23.851028, 120.902083",南投縣魚池鄉中山路599號,23.851028,120.902083
拉魯島,"23°51'20.77"",120°54'40.82""",南投縣,魚池鄉,"23.855778, 120.911333",南投縣魚池鄉水社村,23.855778,120.911333
慈恩塔,"23°50'33.43"",120°55'15.13""",南投縣,魚池鄉,"23.842611, 120.920861",南投縣魚池鄉日月村,23.842611,120.920861
玄奘寺,"23°50'52.80"",120°55'2.93""",南投縣,魚池鄉,"23.848000, 120.917472",南投縣魚池鄉日月村,23.848,120.917472
日月潭纜車,"23°51'8.68"",120°56'5.06""",南投縣,魚池鄉,"23.852417, 120.934750",南投縣魚池鄉環湖公路,23.852417,120.93475
惠蓀林場,"24°5'16.62"",121°1'56.57""",南投縣,仁愛鄉,"24.087944, 121.032389",南投縣仁愛鄉新生村山林巷1號,24.087944,121.032389
埔里鯉魚潭,"23°57'50.87"",120°59'53.02""",南投縣,埔里鎮,"23.964139, 120.998056",南投縣埔里鎮,23.964139,120.998056
埔里酒廠,"23°58'7.64"",120°57'37.30""",南投縣,埔里鎮,"23.968778, 120.960361",南投縣埔里鎮中山路三段219號,23.968778,120.960361
鹿谷茶葉文化館,23°44'30.28"N 120°45'24.34"E,南投縣,鹿谷鄉,"23.741750, 120.756750",南投縣鹿谷鄉151縣道233-231,23.74175,120.75675
小半天石馬公園,23°43'36.93"N 120°45'29.40"E,南投縣,鹿谷鄉,"23.726925, 120.758167",鹿谷鄉小半天石馬公園(竹林村光復路174-6號),23.726925,120.758167
竹藝文化館,23°43'33.78"N 120°45'27.52"E,南投縣,鹿谷鄉,"23.726056, 120.757639",台灣南投縣鹿谷鄉光復路174之6號2樓,23.726056,120.757639
德興瀑布,23°42'16.83"N 120°45'5.07"E,南投縣,鹿谷鄉,"23.704667, 120.751417",南投縣鹿谷鄉小半天,23.704667,120.751417
長源圳生態步道,23°43'6.86"N 120°46'16.57"E,南投縣,鹿谷鄉,"23.718583, 120.771278",南投縣鹿谷鄉,23.718583,120.771278
清境小瑞士花園,"24°2'38.51"",121°9'22.97""",南投縣,仁愛鄉,"24.044028, 121.156389",南投縣仁愛鄉大同村定遠新村28號,24.044028,121.156389
紙箱王清境店園區,24°2'38.64"N 121°9'22.75"E,南投縣,仁愛鄉,"24.044056, 121.156333",南投縣546仁愛鄉定遠新村28號(小瑞士花園),24.044056,121.156333
武嶺,"24°8'14.53"",121°16'32.27""",南投縣,仁愛鄉,"24.137361, 121.275639",南投縣仁愛鄉合歡山主峰和東峰間鞍,24.137361,121.275639
台灣菸酒公司埔里觀光酒廠,"23°58'7.64"",120°57'37.30""",南投縣,埔里鎮,"23.968778, 120.960361",南投縣埔里鎮中山路三段219號,23.968778,120.960361
埔里金剛基地,23°58'30.91"N 120°55'26.73"E,南投縣,埔里鎮,"23.975250, 120.924083",南投縣埔里鎮中山路四段200號,23.97525,120.924083
大黑松小倆口元首館,23°58'16.53"N 120°55'40.83"E,南投縣,埔里鎮,"23.971250, 120.928000",南投縣埔里鎮中山路四段219號,23.97125,120.928
桃米生態村,23°56'28.97"N 120°55'37.35"E,南投縣,埔里鎮,"23.941389, 120.927056",埔里鎮桃米里桃米巷52之12號,23.941389,120.927056
二水觀光自行車道,"23°48'52.20"",120°37'2.78""",彰化縣,二水鄉,"23.814500, 120.617444",彰化縣二水鄉,23.8145,120.617444
集集鐵路支線,"23°49'37.24"",120°47'5.42""",南投縣,集集鎮,"23.827000, 120.784833",南投縣集集鎮,23.827,120.784833
南投 梅鋒清境農場 擁綠意覓桃花,"24°3'33.12"",121°9'51.01""",南投縣,仁愛 鄉,"24.059194, 121.164167",南投 縣 仁愛 鄉 仁和 路 170 號,24.059194,121.164167
南投 杉林溪 徜徉綠森林,"23°38'20.15"",120°47'20.72""",南投縣,竹山鎮,"23.638944, 120.789083",南投縣竹山鎮,23.638944,120.789083
太極峽谷 幽深峭壁見雄風,"23°38'53.27"",120°45'5.90""",南投縣,竹山鎮,"23.648139, 120.751639",南投縣竹山鎮大鞍里,23.648139,120.751639
玉山主峰 攀上台灣的屋頂,"23°28'12.22"",120°57'26.57""",南投縣,信義鄉,"23.470056, 120.957389",南投縣信義鄉玉山主峰,23.470056,120.957389
南投信義梅之鄉 驚艷烏松崙 牛稠坑,"23°40'39.29"",120°50'51.18""",南投縣,信義鄉,"23.677583, 120.847556",南投縣信義鄉烏松崙,23.677583,120.847556
坪瀨琉璃光之橋,"23°41'1.00"",120°50'23.89""",南投縣,信義鄉,"23.683611, 120.839972",NA,23.683611,120.839972
南投巴庫拉斯 山居歲月閒適體驗,"23°48'32.47"",121°0'18.86""",南投縣,信義鄉,"23.809028, 121.005250",南投縣信義鄉地利村巴庫拉斯農莊,23.809028,121.00525
集集小鎮 優游綠蔭覓花,"23°50'13.16"",120°43'40.19""",南投縣,名間鄉,"23.837000, 120.727833",南投縣名間鄉磨坑巷12-4號集集綠色隧道,23.837,120.727833
燒陶玩陶 尋訪南投3窯場,"23°49'40.15"",120°45'33.34""",南投縣,集集鎮,"23.827833, 120.759250",南投縣集集鎮,23.827833,120.75925
台中柳川綠川水岸,24°08'32.6"N 120°40'43.7"E,台中市,中區,"24.142398, 120.678794",台中市中區三民路二段第 二 市場 3~6 號,24.142398,120.678794
台中公園,24°08'42.1"N 120°41'03.8"E,台中市,北區,"24.145040, 120.684397",NA,24.14504,120.684397
石岡風情,24°16'26.5"N 120°46'33.3"E,台中市,石岡區,"24.274039, 120.775926",台中市石岡區明德路175號,24.274039,120.775926
麗寶樂園,24°19'19.7"N 120°41'49.5"E,台中市,后里區,"24.322147, 120.697088",台中市后里區麗寶樂園(月眉),24.322147,120.697088
中社觀光花市,24°20'02.4"N 120°43'49.0"E,台中市,后里區,"24.334001, 120.730276",台中市后里區三豐路五段333號,24.334001,120.730276
彩虹眷村,24°08'01.3"N 120°36'35.4"E,台中市,南屯區,"24.133688, 120.609831",NA,24.133688,120.609831
路思義教堂,24°10'44.1"N 120°36'02.0"E,台中市,西屯區,"24.178925, 120.600543",NA,24.178925,120.600543
逢甲夜市,24°10'32.7"N 120°38'45.1"E,台中市,西屯區,"24.175736, 120.645858",台中市西屯區福星路599-565,24.175736,120.645858
國家歌劇院,24°09'45.0"N 120°38'29.6"E,台中市,西屯區,"24.162503, 120.641548",台中市西屯區惠來路二段,24.162503,120.641548
審計新村,24°08'41.2"N 120°39'45.5"E,台中市,西屯區,"24.144772, 120.662643",NA,24.144772,120.662643
台中都會公園,24°12'18.8"N 120°35'55.7"E,台中市,西屯區,"24.205216, 120.598808",台中市西屯區公園南側停車場,24.205216,120.598808
草悟道,24°08'58.0"N 120°39'53.1"E,台中市,西區,"24.149445, 120.664752",台中市西區英才路534號,24.149445,120.664752
